,PolicyNo,Policy_Company,Policy_Installment_Term,Policy_Billing_Code,Policy_Method_Of_Payment,Policy_Reinstatement_Fee_Indicator,Policy_Zip_Code_Garaging_Location,Vehicle_Territory,Vehicle_Make_Year,Vehicle_Make_Description,Vehicle_Performance,Vehicle_New_Cost_Amount,Vehicle_Symbol,Vehicle_Number_Of_Drivers_Assigned,Vehicle_Usage,Vehicle_Miles_To_Work,Vehicle_Days_Per_Week_Driven,Vehicle_Annual_Miles,Vehicle_Anti_Theft_Device,Vehicle_Passive_Restraint,Vehicle_Age_In_Years,Vehicle_Med_Pay_Limit,Vehicle_Bodily_Injury_Limit,Vehicle_Physical_Damage_Limit,Vehicle_Comprehensive_Coverage_Indicator,Vehicle_Comprehensive_Coverage_Limit,Vehicle_Collision_Coverage_Indicator,Vehicle_Collision_Coverage_Deductible,Driver_Total,Driver_Total_Male,Driver_Total_Female,Driver_Total_Single,Driver_Total_Married,Driver_Total_Related_To_Insured_Self,Driver_Total_Related_To_Insured_Spouse,Driver_Total_Related_To_Insured_Child,Driver_Total_Licensed_In_State,Driver_Minimum_Age,Driver_Maximum_Age,Driver_Total_Teenager_Age_15_19,Driver_Total_College_Ages_20_23,Driver_Total_Young_Adult_Ages_24_29,Driver_Total_Low_Middle_Adult_Ages_30_39,Driver_Total_Middle_Adult_Ages_40_49,Driver_Total_Adult_Ages_50_64,Driver_Total_Senior_Ages_65_69,Driver_Total_Upper_Senior_Ages_70_plus,Vehicle_Youthful_Driver_Indicator,Vehicle_Youthful_Driver_Training_Code,Vehicle_Youthful_Good_Student_Code,Vehicle_Driver_Points,Vehicle_Safe_Driver_Discount_Indicator,EEA_Liability_Coverage_Only_Indicator,EEA_Multi_Auto_Policies_Indicator,EEA_Policy_Zip_Code_3,EEA_Policy_Tenure,EEA_Agency_Type,EEA_Packaged_Policy_Indicator,EEA_Full_Coverage_Indicator,EEA_Prior_Bodily_Injury_Limit,EEA_PolicyYear,SYS_Renewed,SYS_New_Business,Annual_Premium,Claim_Count,Loss_Amount,Frequency,Severity,Loss_Ratio
12432,356900002,Standard ,12,Premium Finance,Pre-paid,Y,42856,35,2001,SANTA FE HYANDI  ,Standard,-1,12,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,6,5000,100-300,50000,N,-1,Y,500,1,0,1,1,0,1,0,0,1,23,23,0,1,0,0,0,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,1,N,N,Y,428,1.3,Preferred,N,Y,100-200,2006,Y,N,1416.16,1,177.47,1.0,177.47,0.13
1881,227351940,Standard ,6,Direct Billed to Insured,Pre-paid,N,42812,31,2005,KIA  OPTIMA LX   ,Standard,-1,18,1,Work    ,10,5,Unknown,Passive Disabling-Vehicle Recovery,Y,3,1000,25-50  ,25000,N,-1,Y,250,1,0,1,0,1,0,1,0,1,49,49,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,428,23.0,Standard,N,Y,20-50,2006,Y,N,708.08,1,6138.4,2.0,6138.4,8.67
12105,355208804,Standard ,6,Direct Billed to Insured,Installment,N,44140,31,2004,FORD TAURUS SES  ,Standard,-1,11,1,Pleasure,-1,5,Unknown,Not Applicable,Y,3,5000,25-50  ,25000,N,-1,Y,200,1,0,1,0,1,1,0,0,1,52,52,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,441,2.0,Preferred,Y,Y,20-50,2006,Y,N,475.94,1,1082.87,2.0,1082.87,2.28
16569,372644501,Standard ,6,Direct Billed to Insured,Pre-paid,N,43025,35,2006,TYTA TUNDRA SR5  ,Standard,-1,16,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,1,5000,100-300,50000,N,-1,Y,500,1,1,0,1,0,1,0,0,1,29,29,0,0,1,0,0,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,1,N,N,Y,430,0.5,Hybrid,N,Y,100-200,2006,Y,N,674.16,1,2432.35,2.0,2432.35,3.61
11009,349278005,Standard ,6,Direct Billed to Insured,Installment,N,52173,31,2005,CHEV IMPALA LS   ,Standard,-1,13,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,3,5000,50-100 ,50000,N,-1,Y,500,1,0,1,0,1,0,1,0,1,45,45,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,521,2.5,Hybrid,Y,Y,40-100 ,2006,Y,N,456.86,1,413.15,2.0,413.15,0.9
3596,278675120,Standard ,6,Direct Billed to Insured,Installment,Y,42462,35,2000,CHEV SILVER1500  ,Standard,-1,14,99,Work    ,12,5,Unknown,Passive Disabling-Vehicle Recovery,Y,8,-1,100-300,50000,N,-1,Y,500,1,1,0,0,0,1,0,0,1,40,40,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,N,424,8.9,Non-standard,N,Y,100-200,2006,Y,N,430.36,2,2890.75,4.0,1445.375,6.72
4299,290320316,Standard ,6,Direct Billed to Insured,Pre-paid,N,42608,31,2001,DODG RAM PU1500  ,Standard,-1,18,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,7,1000,100-300,50000,N,-1,Y,500,1,1,0,0,1,1,0,0,1,67,67,0,0,0,0,0,0,1,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,1,N,N,Y,426,8.0,Preferred,Y,Y,100-200,2006,Y,N,481.24,1,9972.84,2.0,9972.84,20.72
11398,351501805,Standard ,6,Direct Billed to Insured,Pre-paid,N,42870,35,2005,FORD FOCUS ZX4   ,Standard,-1,13,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,3,1000,25-50  ,25000,N,-1,Y,500,2,1,1,0,2,1,1,0,2,51,61,0,0,0,0,0,2,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,428,2.5,Preferred,Y,Y,20-50,2006,Y,N,385.84,1,1657.45,2.0,1657.45,4.3
17614,375716000,Standard ,6,Direct Billed to Insured,Installment,N,42524,35,1995,NSSN 240SX-SE    ,Standard,-1,19,1,Work    ,5,5,Unknown,Not Applicable,Y,9,25000,50-100 ,50000,N,-1,N,-1,2,1,1,0,2,1,1,0,2,21,23,0,2,0,0,0,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,0,N,N,Y,425,0.0,Non-standard,N,N,40-100 ,2006,Y,Y,248.04,2,28317.04,4.0,14158.52,114.16
4498,293344519,Standard ,6,Direct Billed to Insured,Installment,N,44046,18,1998,CHEV BLAZER      ,Standard,-1,11,1,Work    ,7,5,Unknown,Not Applicable,Y,9,5000,25-50  ,25000,N,-1,Y,500,1,0,1,1,0,1,0,0,1,48,48,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,2,N,N,N,440,7.3,Preferred,N,Y,20-50,2006,Y,N,433.54,1,556.99,2.0,556.99,1.28
2995,267109327,Standard ,6,Direct Billed to Insured,Installment,Y,42489,32,1999,JEEP GRCHER LAR  ,Standard,-1,13,99,Work    ,8,5,Unknown,Passive Disabling-Vehicle Recovery,Y,8,-1,25-50  ,25000,N,-1,Y,500,1,1,0,0,1,1,0,0,1,34,34,0,0,0,1,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,424,9.5,Standard,N,Y,20-50,2006,Y,N,424.0,1,2426.49,2.0,2426.49,5.72
12575,357587703,Standard ,6,Direct Billed to Insured,Installment,N,43857,31,2004,PONT GRAND AM S  ,Standard,-1,16,1,Work    ,10,5,Unknown,Passive Disabling-Vehicle Recovery,Y,3,5000,50-100 ,50000,N,-1,Y,500,1,0,1,0,1,1,0,0,1,32,32,0,0,0,1,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,438,1.5,Standard,Y,Y,40-100 ,2006,N,N,305.43,1,10809.8,3.4855350296270484,10809.8,35.39
6858,319858510,Preferred,6,Direct Billed to Insured,Installment,N,42967,30,1990,TYTA CELICA      ,Sports,-1,11,99,Work    ,35,5,Unknown,Not Applicable,N,9,1000,25-50  ,25000,N,-1,N,-1,1,1,0,1,0,1,0,0,1,44,44,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,429,4.5,Hybrid,N,N,20-50,2006,Y,N,219.42,1,962.58,2.0,962.58,4.39
1625,220260824,Standard ,6,Direct Billed to Insured,Installment,Y,52190,31,1999,CHRY LHS         ,Intermediate,-1,14,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,8,1000,100-300,50000,N,-1,Y,500,1,1,0,0,1,0,1,0,1,58,58,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,521,11.3,Hybrid,N,Y,100-200,2006,Y,N,352.98,1,38.15,2.0,38.15,0.11
3704,280782217,Standard ,6,Direct Billed to Insured,Installment,N,42852,35,1989,BMW  325I        ,Standard,-1,16,1,Pleasure,-1,5,Unknown,Not Applicable,N,9,-1,100-300,100000,N,-1,N,-1,1,1,0,1,0,0,0,1,1,20,20,0,1,0,0,0,0,0,0,Y,Without Driver Training        ,Not Eligible for Good Student Credit,0,Y,N,Y,428,8.5,Preferred,Y,N,100-200,2006,Y,N,412.34,1,54.5,2.0,54.5,0.13
18479,379332300,Standard ,6,Direct Billed to Insured,Installment,N,42973,30,1991,HOND ACCORD EX   ,Standard,-1,10,1,Pleasure,-1,5,Unknown,Not Applicable,N,9,1000,50-100 ,50000,N,-1,Y,500,1,0,1,1,0,1,0,0,1,40,40,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,429,0.0,Hybrid,Y,Y,40-100 ,2006,Y,Y,249.25,1,4815.62,2.2747952684258417,4815.62,19.32
11514,352146905,Standard ,6,Direct Billed to Insured,Installment,N,43905,31,2004,CHEV COLORADO B  ,Intermediate,-1,11,2,Pleasure,-1,5,Unknown,Not Applicable,Y,4,5000,25-50  ,25000,N,-1,Y,500,2,1,1,1,1,1,0,1,2,19,51,1,0,0,0,0,1,0,0,Y,Without Driver Training        ,Not Eligible for Good Student Credit,0,Y,N,Y,439,2.5,Non-standard,Y,Y,20-50,2006,N,N,388.0,1,2142.74,2.03334688897926,2142.74,5.52
12557,357517802,Standard ,6,Direct Billed to Insured,Installment,N,43878,31,2002,CHEV SILVER1500  ,Standard,-1,11,1,Pleasure,-1,5,Unknown,Not Applicable,N,5,10000,50-100 ,35000,N,-1,Y,500,1,1,0,1,0,0,0,1,1,20,20,0,1,0,0,0,0,0,0,Y,Without Driver Training        ,Not Eligible for Good Student Credit,0,N,N,Y,438,1.0,Standard,N,Y,40-100 ,2006,Y,N,1146.92,1,2567.28,2.0,2567.28,2.24
5136,301586513,Standard ,6,Direct Billed to Insured,Pre-paid,N,42379,13,1999,VLVO S80         ,Standard,-1,17,1,Pleasure,-1,5,Unknown,Alarm Only,Y,8,5000,25-50  ,35000,N,-1,Y,500,1,0,1,0,1,1,0,0,1,50,50,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,423,6.5,Non-standard,Y,Y,20-50,2006,Y,N,498.2,1,54.5,2.0,54.5,0.11
3743,281322118,Standard ,6,Direct Billed to Insured,Installment,N,44069,31,1994,FORD RANGER      ,Standard,-1,5,1,Work    ,15,5,Unknown,Not Applicable,N,9,1000,25-50  ,25000,N,-1,Y,250,1,1,0,0,1,1,0,0,1,56,56,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,440,8.5,Non-standard,Y,Y,20-50,2006,Y,N,344.5,1,54.5,2.0,54.5,0.16
12192,355690503,Standard ,6,Direct Billed to Insured,Installment,N,44113,31,1997,PONT SUNFIRE SE  ,Standard,17000,13,1,Work    ,5,5,Unknown,Active Disabling,Y,9,5000,25-50  ,25000,N,-1,N,-1,1,0,1,1,0,0,0,0,1,18,18,1,0,0,0,0,0,0,0,Y,Without Driver Training        ,Not Eligible for Good Student Credit,0,Y,Y,Y,441,1.5,Hybrid,N,N,20-50,2006,Y,N,222.6,1,771.72,2.0,771.72,3.47
16234,371747300,Standard ,6,Direct Billed to Insured,Pre-paid,N,43097,27,2006,CHEV SILVERADO   ,Standard,-1,15,1,Farm    ,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,1,-1,25-50  ,25000,N,-1,Y,500,1,1,0,0,1,1,0,0,1,62,62,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,430,0.0,Non-standard,Y,Y,20-50,2006,Y,Y,378.42,1,1233.11,2.0,1233.11,3.26
