,PolicyNo,Policy_Company,Policy_Installment_Term,Policy_Billing_Code,Policy_Method_Of_Payment,Policy_Reinstatement_Fee_Indicator,Policy_Zip_Code_Garaging_Location,Vehicle_Territory,Vehicle_Make_Year,Vehicle_Make_Description,Vehicle_Performance,Vehicle_New_Cost_Amount,Vehicle_Symbol,Vehicle_Number_Of_Drivers_Assigned,Vehicle_Usage,Vehicle_Miles_To_Work,Vehicle_Days_Per_Week_Driven,Vehicle_Annual_Miles,Vehicle_Anti_Theft_Device,Vehicle_Passive_Restraint,Vehicle_Age_In_Years,Vehicle_Med_Pay_Limit,Vehicle_Bodily_Injury_Limit,Vehicle_Physical_Damage_Limit,Vehicle_Comprehensive_Coverage_Indicator,Vehicle_Comprehensive_Coverage_Limit,Vehicle_Collision_Coverage_Indicator,Vehicle_Collision_Coverage_Deductible,Driver_Total,Driver_Total_Male,Driver_Total_Female,Driver_Total_Single,Driver_Total_Married,Driver_Total_Related_To_Insured_Self,Driver_Total_Related_To_Insured_Spouse,Driver_Total_Related_To_Insured_Child,Driver_Total_Licensed_In_State,Driver_Minimum_Age,Driver_Maximum_Age,Driver_Total_Teenager_Age_15_19,Driver_Total_College_Ages_20_23,Driver_Total_Young_Adult_Ages_24_29,Driver_Total_Low_Middle_Adult_Ages_30_39,Driver_Total_Middle_Adult_Ages_40_49,Driver_Total_Adult_Ages_50_64,Driver_Total_Senior_Ages_65_69,Driver_Total_Upper_Senior_Ages_70_plus,Vehicle_Youthful_Driver_Indicator,Vehicle_Youthful_Driver_Training_Code,Vehicle_Youthful_Good_Student_Code,Vehicle_Driver_Points,Vehicle_Safe_Driver_Discount_Indicator,EEA_Liability_Coverage_Only_Indicator,EEA_Multi_Auto_Policies_Indicator,EEA_Policy_Zip_Code_3,EEA_Policy_Tenure,EEA_Agency_Type,EEA_Packaged_Policy_Indicator,EEA_Full_Coverage_Indicator,EEA_Prior_Bodily_Injury_Limit,EEA_PolicyYear,SYS_Renewed,SYS_New_Business,Annual_Premium,Claim_Count,Loss_Amount,Frequency,Severity,Loss_Ratio
13086,359855103,Standard ,6,Direct Billed to Insured,Installment,N,43360,31,1994,FORD EXPLORER    ,Standard,-1,6,1,Work    ,2,5,Unknown,Not Applicable,N,9,5000,50-100 ,50000,N,-1,Y,500,2,0,2,2,0,1,0,0,2,23,43,0,1,0,0,1,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,0,N,N,Y,433,1.5,Non-standard,N,Y,40-100 ,2006,Y,N,415.52,1,32.7,2.0,32.7,0.08
10230,344783104,Standard ,6,Direct Billed to Insured,Installment,N,42524,35,1998,FORD ESCTZX2-SP  ,Standard,-1,15,1,Pleasure,-1,5,Unknown,Not Applicable,Y,9,1000,25-50  ,25000,N,-1,Y,500,1,0,1,1,0,0,0,1,1,17,17,1,0,0,0,0,0,0,0,Y,With Driver Training           ,Eligible for Good Student Credit    ,0,N,N,Y,425,2.0,Non-standard,N,Y,20-50,2006,Y,N,591.48,1,1256.03,2.0,1256.03,2.12
8462,333070006,Standard ,6,Direct Billed to Insured,Installment,N,42786,31,1989,CHEV CAPRICE     ,Standard,-1,8,1,Work    ,7,5,Unknown,Not Applicable,N,9,1000,25-50  ,25000,N,-1,Y,250,1,1,0,0,1,1,0,0,1,55,55,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,N,427,3.0,Standard,N,Y,20-50,2006,Y,N,262.88,1,1230.49,2.0,1230.49,4.68
7531,325866309,Standard ,6,Direct Billed to Insured,Pre-paid,N,43424,31,2001,FORD TAURUS SE   ,Standard,-1,10,1,Work    ,4,5,Unknown,Passive Disabling-Vehicle Recovery,Y,7,1000,100-300,50000,N,-1,Y,500,1,0,1,0,1,1,0,0,1,52,52,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,434,4.5,Hybrid,Y,Y,100-200,2006,Y,N,376.3,1,1152.81,2.0,1152.81,3.06
44,166395832,Standard ,6,Direct Billed to Insured,Pre-paid,N,42758,31,1996,FORD AEROSTAR    ,Standard,-1,8,1,Pleasure,-1,5,Unknown,Not Applicable,Y,9,5000,50-100 ,35000,N,-1,Y,500,1,0,1,0,1,0,1,0,1,46,46,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,427,16.0,Non-standard,Y,Y,40-100 ,2006,Y,N,278.78,1,3385.19,2.0,3385.19,12.14
11562,352368904,Standard ,6,Direct Billed to Insured,Pre-paid,N,42470,35,1999,HOND ACCORD EX   ,Standard,-1,13,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,8,1000,50-100 ,50000,N,-1,Y,500,1,0,1,0,1,1,0,0,1,44,44,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,424,2.0,Hybrid,Y,Y,40-100 ,2006,Y,N,408.1,1,54.5,2.0,54.5,0.13
16467,372356800,Standard ,6,Direct Billed to Insured,Installment,N,44178,31,1996,GMC  YUKON       ,Standard,-1,12,1,Work    ,4,5,Unknown,Not Applicable,Y,9,5000,50-100 ,50000,N,-1,Y,500,1,1,0,1,0,1,0,0,1,26,26,0,0,1,0,0,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,0,N,N,Y,441,0.0,Non-standard,N,Y,40-100 ,2006,Y,Y,517.28,1,948.3,2.0,948.3,1.83
16341,372018300,Standard ,12,Premium Finance,Pre-paid,N,44252,16,2002,GMC  YKNSLE-SLT  ,Standard,-1,12,1,Work    ,3,5,Unknown,Passive Disabling-Vehicle Recovery,Y,5,1000,50-100 ,50000,N,-1,Y,500,2,1,1,2,0,1,0,0,2,26,28,0,0,2,0,0,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,0,N,N,N,442,0.0,Hybrid,N,Y,40-100 ,2006,Y,Y,1174.48,1,54.5,1.0,54.5,0.05
18689,380373900,Standard ,6,Direct Billed to Insured,Installment,N,42812,31,2000,FORD RNGRXL-XLT  ,Standard,-1,12,1,Work    ,10,5,Unknown,Passive Disabling-Vehicle Recovery,Y,8,5000,100-300,50000,N,-1,Y,500,1,0,1,0,0,1,0,0,1,44,44,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,428,0.0,Standard,Y,Y,100-200,2006,Y,Y,472.76,1,19605.12,2.0,19605.12,41.47
14458,365343801,Standard ,6,Direct Billed to Insured,Installment,N,43858,31,1997,TYTA 4RUNNERSR5  ,Standard,-1,18,99,Pleasure,-1,5,Unknown,Not Applicable,Y,9,5000,50-100 ,50000,N,-1,Y,500,2,0,2,1,1,0,1,1,2,30,53,0,0,0,1,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,438,0.5,Non-standard,Y,Y,40-100 ,2006,Y,N,490.78,1,14893.38,2.0,14893.38,30.35
