,PolicyNo,Policy_Company,Policy_Installment_Term,Policy_Billing_Code,Policy_Method_Of_Payment,Policy_Reinstatement_Fee_Indicator,Policy_Zip_Code_Garaging_Location,Vehicle_Territory,Vehicle_Make_Year,Vehicle_Make_Description,Vehicle_Performance,Vehicle_New_Cost_Amount,Vehicle_Symbol,Vehicle_Number_Of_Drivers_Assigned,Vehicle_Usage,Vehicle_Miles_To_Work,Vehicle_Days_Per_Week_Driven,Vehicle_Annual_Miles,Vehicle_Anti_Theft_Device,Vehicle_Passive_Restraint,Vehicle_Age_In_Years,Vehicle_Med_Pay_Limit,Vehicle_Bodily_Injury_Limit,Vehicle_Physical_Damage_Limit,Vehicle_Comprehensive_Coverage_Indicator,Vehicle_Comprehensive_Coverage_Limit,Vehicle_Collision_Coverage_Indicator,Vehicle_Collision_Coverage_Deductible,Driver_Total,Driver_Total_Male,Driver_Total_Female,Driver_Total_Single,Driver_Total_Married,Driver_Total_Related_To_Insured_Self,Driver_Total_Related_To_Insured_Spouse,Driver_Total_Related_To_Insured_Child,Driver_Total_Licensed_In_State,Driver_Minimum_Age,Driver_Maximum_Age,Driver_Total_Teenager_Age_15_19,Driver_Total_College_Ages_20_23,Driver_Total_Young_Adult_Ages_24_29,Driver_Total_Low_Middle_Adult_Ages_30_39,Driver_Total_Middle_Adult_Ages_40_49,Driver_Total_Adult_Ages_50_64,Driver_Total_Senior_Ages_65_69,Driver_Total_Upper_Senior_Ages_70_plus,Vehicle_Youthful_Driver_Indicator,Vehicle_Youthful_Driver_Training_Code,Vehicle_Youthful_Good_Student_Code,Vehicle_Driver_Points,Vehicle_Safe_Driver_Discount_Indicator,EEA_Liability_Coverage_Only_Indicator,EEA_Multi_Auto_Policies_Indicator,EEA_Policy_Zip_Code_3,EEA_Policy_Tenure,EEA_Agency_Type,EEA_Packaged_Policy_Indicator,EEA_Full_Coverage_Indicator,EEA_Prior_Bodily_Injury_Limit,EEA_PolicyYear,SYS_Renewed,SYS_New_Business,Annual_Premium,Claim_Count,Loss_Amount,Frequency,Severity,Loss_Ratio
2106,233892021,Standard ,12,Direct Billed to Insured,Pre-paid,N,44095,31,1988,CHRY FIFTH AVE   ,Standard,-1,10,1,Farm    ,-1,5,Unknown,Not Applicable,N,9,1000,25-50  ,25000,N,-1,N,-1,1,0,1,0,0,1,0,0,1,86,86,0,0,0,0,0,0,0,1,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,Y,N,440,21.0,Preferred,N,N,20-50,2006,Y,N,203.52,1,532.38,1.0,532.38,2.62
8252,331515907,Standard ,6,Direct Billed to Insured,Installment,N,43556,17,2005,NSSN XTERRA S-X  ,Intermediate,-1,13,99,Work    ,10,5,Unknown,Not Applicable,Y,2,1000,25-50  ,25000,N,-1,Y,500,1,0,1,0,1,1,0,0,1,24,24,0,0,1,0,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,1,N,N,N,435,3.5,Standard,N,Y,20-50,2006,Y,N,527.88,1,3042.76,2.0,3042.76,5.76
4952,299661813,Standard ,6,Direct Billed to Insured,Installment,N,42465,35,1999,CHEV MALIBU LS   ,Standard,-1,10,1,Work    ,5,5,Unknown,Not Applicable,Y,8,-1,50-100 ,35000,N,-1,Y,500,1,0,1,1,0,0,0,0,1,43,43,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,424,6.5,Preferred,Y,Y,40-100 ,2006,N,N,377.36,1,2395.66,2.0,2395.66,6.35
14589,365850702,Standard ,6,Direct Billed to Insured,Installment,N,43383,31,2003,CHEV TAHOE       ,Standard,-1,12,99,Farm    ,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,4,1000,100-300,100000,N,-1,Y,500,1,1,0,0,1,0,1,0,1,46,46,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,433,1.0,Preferred,N,Y,100-200,2006,Y,N,339.2,1,54.5,2.0,54.5,0.16
5018,300426713,Standard ,6,Direct Billed to Insured,Installment,N,44148,31,1992,FORD CWN VIC LX  ,Standard,-1,8,1,Work    ,6,5,Unknown,Not Applicable,Y,9,1000,100-300,50000,N,-1,Y,250,1,0,1,0,0,1,0,0,1,71,71,0,0,0,0,0,0,0,1,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,N,441,6.5,Preferred,N,Y,100-200,2006,N,N,165.74,1,3329.13,3.9154267815191854,3329.13,20.09
18734,380585300,Standard ,6,Direct Billed to Insured,Installment,N,44052,18,1997,BMW  528I        ,Standard,-1,21,99,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,9,1000,50-100 ,50000,N,-1,Y,500,1,1,0,1,0,1,0,0,1,33,33,0,0,0,1,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,440,0.0,Preferred,N,Y,40-100 ,2006,Y,Y,481.24,1,599.9,2.0,599.9,1.25
10523,346324807,Standard ,6,Direct Billed to Insured,Installment,Y,42976,30,1995,NSSN ALTIMA      ,Standard,-1,11,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,9,-1,25-50  ,25000,N,-1,Y,500,1,0,1,0,1,0,1,0,1,42,42,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,429,2.5,Non-standard,N,Y,20-50,2006,Y,N,254.4,1,927.26,2.0,927.26,3.64
14191,364498002,Standard ,6,Direct Billed to Insured,Installment,N,42392,37,1995,FORD EXPLORER    ,Standard,-1,7,1,Work    ,3,5,Unknown,Alarm Only,Y,9,5000,100-300,100000,N,-1,Y,1000,1,0,1,0,0,1,0,0,1,55,55,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,N,423,1.0,Hybrid,N,Y,100-200,2006,N,N,158.42,1,13988.7,3.957261574990107,13988.7,88.3
18299,378547000,Standard ,6,Direct Billed to Insured,Pre-paid,N,43860,31,2006,HYUN SONATA GLS  ,Intermediate,-1,18,99,Work    ,12,5,Unknown,Alarm Only,Y,1,5000,50-100 ,50000,N,-1,Y,500,1,0,1,0,1,1,0,0,1,27,27,0,0,1,0,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,438,0.0,Non-standard,Y,Y,40-100 ,2006,Y,Y,721.86,1,566.66,2.0,566.66,0.78
1539,218013423,Standard ,6,Direct Billed to Insured,Pre-paid,N,42878,35,1985,CHEV CHEVETTECS  ,Standard,-1,6,1,Pleasure,-1,5,Unknown,Not Applicable,N,9,5000,25-50  ,25000,N,-1,N,-1,1,0,1,0,0,1,0,0,1,69,69,0,0,0,0,0,0,1,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,428,11.5,Standard,N,N,20-50,2006,Y,N,137.8,1,54.5,2.0,54.5,0.4
12034,354823503,Standard ,6,Direct Billed to Insured,Pre-paid,N,43858,31,2001,CHEV S10 PICKUP  ,Standard,-1,19,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,6,2000,50-100 ,50000,N,-1,Y,500,1,0,1,0,1,1,0,0,1,51,51,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,438,1.5,Non-standard,Y,Y,40-100 ,2006,Y,N,485.48,1,2142.13,2.0,2142.13,4.41
10415,345800707,Standard ,6,Direct Billed to Insured,Installment,N,42979,30,2001,FORD WINDSTARLX  ,Standard,-1,10,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,6,5000,50-100 ,50000,N,-1,Y,250,1,0,1,0,0,1,0,0,1,36,36,0,0,0,1,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,429,2.6,Non-standard,Y,Y,40-100 ,2006,Y,N,369.94,1,468.13,2.0,468.13,1.27
7316,324143311,Standard ,6,Direct Billed to Insured,Installment,Y,43878,31,2004,FORD FOCUS LX    ,Standard,-1,13,1,Work    ,5,5,Unknown,Passive Disabling-Vehicle Recovery,Y,3,1000,50-100 ,50000,N,-1,Y,500,1,0,1,0,1,1,0,0,1,39,39,0,0,0,1,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,438,3.7,Standard,N,Y,40-100 ,2006,N,N,221.22,1,3801.97,4.06669377795852,3801.97,17.19
