,PolicyNo,Policy_Company,Policy_Installment_Term,Policy_Billing_Code,Policy_Method_Of_Payment,Policy_Reinstatement_Fee_Indicator,Policy_Zip_Code_Garaging_Location,Vehicle_Territory,Vehicle_Make_Year,Vehicle_Make_Description,Vehicle_Performance,Vehicle_New_Cost_Amount,Vehicle_Symbol,Vehicle_Number_Of_Drivers_Assigned,Vehicle_Usage,Vehicle_Miles_To_Work,Vehicle_Days_Per_Week_Driven,Vehicle_Annual_Miles,Vehicle_Anti_Theft_Device,Vehicle_Passive_Restraint,Vehicle_Age_In_Years,Vehicle_Med_Pay_Limit,Vehicle_Bodily_Injury_Limit,Vehicle_Physical_Damage_Limit,Vehicle_Comprehensive_Coverage_Indicator,Vehicle_Comprehensive_Coverage_Limit,Vehicle_Collision_Coverage_Indicator,Vehicle_Collision_Coverage_Deductible,Driver_Total,Driver_Total_Male,Driver_Total_Female,Driver_Total_Single,Driver_Total_Married,Driver_Total_Related_To_Insured_Self,Driver_Total_Related_To_Insured_Spouse,Driver_Total_Related_To_Insured_Child,Driver_Total_Licensed_In_State,Driver_Minimum_Age,Driver_Maximum_Age,Driver_Total_Teenager_Age_15_19,Driver_Total_College_Ages_20_23,Driver_Total_Young_Adult_Ages_24_29,Driver_Total_Low_Middle_Adult_Ages_30_39,Driver_Total_Middle_Adult_Ages_40_49,Driver_Total_Adult_Ages_50_64,Driver_Total_Senior_Ages_65_69,Driver_Total_Upper_Senior_Ages_70_plus,Vehicle_Youthful_Driver_Indicator,Vehicle_Youthful_Driver_Training_Code,Vehicle_Youthful_Good_Student_Code,Vehicle_Driver_Points,Vehicle_Safe_Driver_Discount_Indicator,EEA_Liability_Coverage_Only_Indicator,EEA_Multi_Auto_Policies_Indicator,EEA_Policy_Zip_Code_3,EEA_Policy_Tenure,EEA_Agency_Type,EEA_Packaged_Policy_Indicator,EEA_Full_Coverage_Indicator,EEA_Prior_Bodily_Injury_Limit,EEA_PolicyYear,SYS_Renewed,SYS_New_Business,Annual_Premium,Claim_Count,Loss_Amount,Frequency,Severity,Loss_Ratio
6160,313536310,Standard ,6,Direct Billed to Insured,Pre-paid,N,44251,16,2006,VLVO XC90 2.5T   ,Standard,-1,15,1,Business,50,5,Unknown,Passive Disabling-Vehicle Recovery,Y,1,2000,250-500,100000,N,-1,Y,500,1,0,1,1,0,1,0,0,1,45,45,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,N,442,5.0,Hybrid,N,Y,100-400,2006,Y,N,697.48,1,14072.1,2.0,14072.1,20.18
10499,346204706,Preferred,6,Direct Billed to Insured,Installment,Y,43052,27,2004,GMC  SAFARI BAS  ,Standard,-1,8,99,Pleasure,-1,5,Unknown,Not Applicable,N,3,-1,25-50  ,25000,N,-1,Y,500,2,1,1,0,2,1,1,0,2,43,75,0,0,0,0,1,0,0,1,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,430,2.3,Hybrid,N,Y,20-50,2006,Y,N,537.42,1,15926.46,2.0,15926.46,29.64
12008,354676303,Standard ,6,Direct Billed to Insured,Pre-paid,N,44249,16,1998,TYTA COROLLA     ,Standard,-1,12,1,Pleasure,-1,5,Unknown,Not Applicable,Y,9,5000,25-50  ,25000,N,-1,Y,500,1,0,1,0,0,1,0,0,1,59,59,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,N,442,1.5,Hybrid,N,Y,20-50,2006,Y,N,331.78,1,5450.0,2.0,5450.0,16.43
10863,348410905,Standard ,6,Direct Billed to Insured,Installment,N,42455,35,2004,CHEV TRAILBLAZE  ,Intermediate,-1,12,99,Work    ,10,5,Unknown,Alarm Only,Y,3,5000,100-300,50000,N,-1,Y,500,1,1,0,0,1,1,0,0,1,29,29,0,0,1,0,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,1,N,N,Y,424,2.5,Non-standard,Y,Y,100-200,2006,Y,N,544.84,1,9665.63,2.0,9665.63,17.74
18625,380054300,Standard ,6,Direct Billed to Insured,Installment,N,42403,31,1992,FORD CWN VIC S   ,Standard,-1,8,1,Pleasure,-1,5,Unknown,Not Applicable,Y,9,-1,50-100 ,50000,N,-1,N,-1,1,1,0,1,0,0,0,1,1,16,16,1,0,0,0,0,0,0,0,Y,Without Driver Training        ,Not Eligible for Good Student Credit,0,N,Y,Y,424,0.0,Non-standard,N,N,40-100 ,2006,Y,Y,420.82,1,7781.63,2.0,7781.63,18.49
12495,357189504,Standard ,6,Direct Billed to Insured,Pre-paid,N,43366,31,2004,JEEP GRAND CHER  ,Standard,-1,11,1,Work    ,6,5,Unknown,Not Applicable,Y,4,-1,25-50  ,25000,N,-1,Y,250,1,0,1,0,1,1,0,0,1,51,51,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,433,2.0,Preferred,Y,Y,20-50,2006,Y,N,509.86,1,357.75,2.0,357.75,0.7
3857,283463417,Standard ,6,Direct Billed to Insured,Installment,Y,42892,30,1993,FORD EXPLORER    ,Standard,-1,5,1,Pleasure,-1,5,Unknown,Not Applicable,N,9,10000,25-50  ,25000,N,-1,Y,500,1,0,1,0,0,1,0,0,1,66,66,0,0,0,0,0,0,1,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,3,N,N,Y,428,7.9,Hybrid,Y,Y,20-50,2006,Y,N,410.22,1,54.5,2.0,54.5,0.13
9587,340750107,Standard ,6,Direct Billed to Insured,Pre-paid,Y,42976,30,2005,CHRY 300 TOURIN  ,Intermediate,-1,17,1,Work    ,5,5,Unknown,Not Applicable,Y,3,1000,100-300,100000,N,-1,Y,500,2,1,1,1,1,0,1,0,2,53,61,0,0,0,0,0,2,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,429,3.2,Hybrid,Y,Y,100-200,2006,Y,N,609.5,1,2536.5,2.0,2536.5,4.16
6519,317015010,Standard ,6,Direct Billed to Insured,Pre-paid,N,43007,30,2001,HOND ACCORD LX   ,Standard,-1,15,1,Pleasure,-1,5,Unknown,Not Applicable,Y,6,-1,25-50  ,25000,N,-1,Y,500,1,0,1,1,0,1,0,0,1,31,31,0,0,0,1,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,N,430,5.0,Standard,N,Y,20-50,2006,Y,N,415.52,1,888.72,2.0,888.72,2.14
3173,270899418,Standard ,6,Direct Billed to Insured,Pre-paid,N,44073,31,2006,INFI M45-M45 SP  ,Standard,-1,22,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,1,50000,,-1,Y,300000,Y,500,1,0,1,0,1,0,1,0,1,53,53,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,440,9.0,Hybrid,Y,Y,,2006,Y,N,711.26,1,659.29,2.0,659.29,0.93
