,PolicyNo,Policy_Company,Policy_Installment_Term,Policy_Billing_Code,Policy_Method_Of_Payment,Policy_Reinstatement_Fee_Indicator,Policy_Zip_Code_Garaging_Location,Vehicle_Territory,Vehicle_Make_Year,Vehicle_Make_Description,Vehicle_Performance,Vehicle_New_Cost_Amount,Vehicle_Symbol,Vehicle_Number_Of_Drivers_Assigned,Vehicle_Usage,Vehicle_Miles_To_Work,Vehicle_Days_Per_Week_Driven,Vehicle_Annual_Miles,Vehicle_Anti_Theft_Device,Vehicle_Passive_Restraint,Vehicle_Age_In_Years,Vehicle_Med_Pay_Limit,Vehicle_Bodily_Injury_Limit,Vehicle_Physical_Damage_Limit,Vehicle_Comprehensive_Coverage_Indicator,Vehicle_Comprehensive_Coverage_Limit,Vehicle_Collision_Coverage_Indicator,Vehicle_Collision_Coverage_Deductible,Driver_Total,Driver_Total_Male,Driver_Total_Female,Driver_Total_Single,Driver_Total_Married,Driver_Total_Related_To_Insured_Self,Driver_Total_Related_To_Insured_Spouse,Driver_Total_Related_To_Insured_Child,Driver_Total_Licensed_In_State,Driver_Minimum_Age,Driver_Maximum_Age,Driver_Total_Teenager_Age_15_19,Driver_Total_College_Ages_20_23,Driver_Total_Young_Adult_Ages_24_29,Driver_Total_Low_Middle_Adult_Ages_30_39,Driver_Total_Middle_Adult_Ages_40_49,Driver_Total_Adult_Ages_50_64,Driver_Total_Senior_Ages_65_69,Driver_Total_Upper_Senior_Ages_70_plus,Vehicle_Youthful_Driver_Indicator,Vehicle_Youthful_Driver_Training_Code,Vehicle_Youthful_Good_Student_Code,Vehicle_Driver_Points,Vehicle_Safe_Driver_Discount_Indicator,EEA_Liability_Coverage_Only_Indicator,EEA_Multi_Auto_Policies_Indicator,EEA_Policy_Zip_Code_3,EEA_Policy_Tenure,EEA_Agency_Type,EEA_Packaged_Policy_Indicator,EEA_Full_Coverage_Indicator,EEA_Prior_Bodily_Injury_Limit,EEA_PolicyYear,SYS_Renewed,SYS_New_Business,Annual_Premium,Claim_Count,Loss_Amount,Frequency,Severity,Loss_Ratio
3324,273896120,Standard ,6,Direct Billed to Insured,Pre-paid,Y,42892,30,1998,ACUR 3.0CL PREM  ,Standard,-1,15,1,Pleasure,-1,5,Unknown,Not Applicable,Y,9,2000,250-500,100000,N,-1,Y,3000,1,0,1,1,0,0,0,1,1,23,23,0,1,0,0,0,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,0,Y,N,Y,428,9.1,Hybrid,Y,Y,100-400,2006,Y,N,460.04,1,6498.94,2.0,6498.94,14.13
1719,222851223,Standard ,6,Direct Billed to Insured,Pre-paid,N,42461,35,1995,FORD CWN VIC LX  ,Standard,-1,8,1,Work    ,3,5,Unknown,Not Applicable,Y,9,1000,,-1,Y,75000,N,-1,1,0,1,0,1,0,1,0,1,65,65,0,0,0,0,0,0,1,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,424,11.5,Non-standard,Y,Y,,2006,Y,N,245.92,1,1899.68,2.0,1899.68,7.72
3436,275692221,Standard ,6,Direct Billed to Insured,Installment,N,44168,31,1997,MITS GALANTESLS  ,Standard,-1,15,1,Pleasure,-1,5,Unknown,Not Applicable,Y,9,5000,100-300,50000,N,-1,Y,500,1,0,1,0,1,1,0,0,1,69,69,0,0,0,0,0,0,1,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,N,441,8.7,Non-standard,N,Y,100-200,2006,Y,N,322.24,1,4548.61,2.0,4548.61,14.12
7660,326921507,Standard ,6,Direct Billed to Insured,Installment,N,44153,16,2000,FORD F250 SPDTY  ,Standard,-1,15,1,Work    ,8,5,Unknown,Not Applicable,Y,7,10000,100-300,50000,N,-1,Y,500,1,0,1,0,1,1,0,0,1,52,52,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,1,N,N,Y,441,3.5,Hybrid,N,Y,100-200,2006,Y,N,594.66,1,1275.9,2.0,1275.9,2.15
4576,294683115,Standard ,6,Direct Billed to Insured,Pre-paid,N,44079,31,2000,BUIK LESABRE CU  ,Standard,-1,6,1,Farm    ,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,8,1000,100-300,50000,N,-1,Y,500,1,0,1,0,1,1,0,0,1,64,64,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,440,7.5,Standard,Y,Y,100-200,2006,Y,N,237.44,1,2782.5,2.0,2782.5,11.72
17989,377233800,Standard ,6,Direct Billed to Insured,Installment,N,42567,31,1999,DODG GRCARSE-SP  ,Standard,-1,10,1,Work    ,2,5,Unknown,Not Applicable,Y,8,5000,50-100 ,50000,N,-1,Y,500,1,1,0,1,0,1,0,0,1,55,55,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,N,425,0.0,Preferred,N,Y,40-100 ,2006,Y,Y,377.36,1,3092.29,2.0,3092.29,8.19
1252,209876039,Standard ,6,Direct Billed to Insured,Pre-paid,N,43750,20,1997,BUIK CENTURYLTD  ,Standard,-1,7,1,Pleasure,-1,5,Unknown,Not Applicable,Y,9,1000,25-50  ,25000,N,-1,Y,250,1,0,1,0,0,1,0,0,1,62,62,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,N,437,26.3,Hybrid,N,Y,20-50,2006,Y,N,324.36,1,1090.0,2.0,1090.0,3.36
2241,238651520,Standard ,6,Direct Billed to Insured,Pre-paid,N,43669,31,1999,FORD F150        ,Standard,-1,7,1,Pleasure,-1,5,Unknown,Not Applicable,Y,8,1000,25-50  ,25000,N,-1,Y,250,1,0,1,0,0,1,0,0,1,57,57,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,436,10.0,Hybrid,Y,Y,20-50,2006,Y,N,332.84,1,2952.97,2.0,2952.97,8.87
1975,230308021,Standard ,6,Direct Billed to Insured,Installment,N,42581,36,2000,GMC  JIMMY-ENVY  ,Standard,-1,8,1,Work    ,15,5,Unknown,Not Applicable,Y,7,1000,25-50  ,25000,N,-1,Y,500,1,0,1,0,1,0,1,0,1,47,47,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,425,10.0,Non-standard,Y,Y,20-50,2006,Y,N,403.86,1,17472.54,2.0,17472.54,43.26
13235,360477402,Standard ,6,Direct Billed to Insured,Pre-paid,N,44172,31,1993,GMC  SIERRA1500  ,Standard,-1,8,1,Farm    ,-1,5,Unknown,Not Applicable,N,9,1000,50-100 ,50000,N,-1,Y,250,1,1,0,0,1,1,0,0,1,56,56,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,441,1.0,Non-standard,Y,Y,40-100 ,2006,N,N,103.22,1,5073.13,4.657661853749418,5073.13,49.15
12554,357502503,Standard ,6,Direct Billed to Insured,Pre-paid,N,43888,31,2005,FORD F-150 SUPE  ,Standard,-1,14,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,2,5000,100-300,50000,N,-1,Y,500,1,1,0,0,0,1,0,0,1,55,55,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,438,1.5,Standard,Y,Y,100-200,2006,Y,N,427.18,2,22775.33,4.0,11387.665,53.32
4416,292077214,Standard ,6,Direct Billed to Insured,Pre-paid,N,42385,35,1999,CHEV SILVER1500  ,Standard,-1,14,1,Farm    ,-1,5,Unknown,Active Disabling,Y,8,-1,100-300,50000,N,-1,Y,500,1,1,0,0,1,1,0,0,1,67,67,0,0,0,0,0,0,1,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,1,N,N,Y,423,7.0,Preferred,Y,Y,100-200,2006,Y,N,374.18,1,1034.45,2.0,1034.45,2.76
15347,368937901,Standard ,6,Direct Billed to Insured,Installment,N,43551,17,2006,HOND ACCORD LX   ,Standard,-1,14,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,1,50000,100-300,100000,N,-1,Y,500,1,0,1,1,0,1,0,0,1,35,35,0,0,0,1,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,435,0.5,Standard,Y,Y,100-200,2006,Y,N,511.98,1,17842.44,2.0,17842.44,34.85
