,PolicyNo,Policy_Company,Policy_Installment_Term,Policy_Billing_Code,Policy_Method_Of_Payment,Policy_Reinstatement_Fee_Indicator,Policy_Zip_Code_Garaging_Location,Vehicle_Territory,Vehicle_Make_Year,Vehicle_Make_Description,Vehicle_Performance,Vehicle_New_Cost_Amount,Vehicle_Symbol,Vehicle_Number_Of_Drivers_Assigned,Vehicle_Usage,Vehicle_Miles_To_Work,Vehicle_Days_Per_Week_Driven,Vehicle_Annual_Miles,Vehicle_Anti_Theft_Device,Vehicle_Passive_Restraint,Vehicle_Age_In_Years,Vehicle_Med_Pay_Limit,Vehicle_Bodily_Injury_Limit,Vehicle_Physical_Damage_Limit,Vehicle_Comprehensive_Coverage_Indicator,Vehicle_Comprehensive_Coverage_Limit,Vehicle_Collision_Coverage_Indicator,Vehicle_Collision_Coverage_Deductible,Driver_Total,Driver_Total_Male,Driver_Total_Female,Driver_Total_Single,Driver_Total_Married,Driver_Total_Related_To_Insured_Self,Driver_Total_Related_To_Insured_Spouse,Driver_Total_Related_To_Insured_Child,Driver_Total_Licensed_In_State,Driver_Minimum_Age,Driver_Maximum_Age,Driver_Total_Teenager_Age_15_19,Driver_Total_College_Ages_20_23,Driver_Total_Young_Adult_Ages_24_29,Driver_Total_Low_Middle_Adult_Ages_30_39,Driver_Total_Middle_Adult_Ages_40_49,Driver_Total_Adult_Ages_50_64,Driver_Total_Senior_Ages_65_69,Driver_Total_Upper_Senior_Ages_70_plus,Vehicle_Youthful_Driver_Indicator,Vehicle_Youthful_Driver_Training_Code,Vehicle_Youthful_Good_Student_Code,Vehicle_Driver_Points,Vehicle_Safe_Driver_Discount_Indicator,EEA_Liability_Coverage_Only_Indicator,EEA_Multi_Auto_Policies_Indicator,EEA_Policy_Zip_Code_3,EEA_Policy_Tenure,EEA_Agency_Type,EEA_Packaged_Policy_Indicator,EEA_Full_Coverage_Indicator,EEA_Prior_Bodily_Injury_Limit,EEA_PolicyYear,SYS_Renewed,SYS_New_Business,Annual_Premium,Claim_Count,Loss_Amount,Frequency,Severity,Loss_Ratio
2084,233205421,Standard ,6,Direct Billed to Insured,Pre-paid,N,42477,35,1975,OLDS HURST 2DR   ,Standard,-1,5,1,Pleasure,-1,5,Unknown,Not Applicable,N,9,1000,250-500,100000,N,-1,Y,500,1,1,0,1,0,0,0,1,1,21,21,0,1,0,0,0,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,0,Y,N,Y,424,10.5,Non-standard,Y,Y,100-400,2006,N,N,72.5,1,23318.37,10.515247108307047,23318.37,321.63
15609,369904401,Standard ,6,Direct Billed to Insured,Installment,N,44089,31,1998,OLDS INTRIGUE    ,Standard,-1,8,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,9,1000,25-50  ,25000,N,-1,Y,500,1,1,0,0,1,1,0,0,1,50,50,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,440,0.5,Hybrid,N,Y,20-50,2006,Y,N,280.9,1,2407.67,2.0,2407.67,8.57
9621,340942806,Standard ,6,Direct Billed to Insured,Installment,N,43359,31,1996,FORD EXPLORER    ,Standard,-1,7,1,Pleasure,-1,5,Unknown,Not Applicable,Y,9,1000,25-50  ,25000,N,-1,N,-1,2,0,2,1,1,0,1,1,2,23,47,0,1,0,0,1,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,0,Y,Y,Y,433,3.0,Standard,N,N,20-50,2006,N,N,41.54,1,55590.0,8.176614881439084,55590.0,1338.23
391,181822230,Standard ,6,Direct Billed to Insured,Installment,N,42874,30,2000,TYTA 4RUNNERSR5  ,Standard,-1,15,99,Work    ,7,5,Unknown,Not Applicable,Y,8,-1,250-500,100000,N,-1,Y,500,2,1,1,0,2,1,1,0,2,25,28,0,0,2,0,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,428,15.0,Hybrid,Y,Y,100-400,2006,Y,N,536.36,1,709.45,2.0,709.45,1.32
16377,372098700,Standard ,12,Premium Finance,Pre-paid,N,44178,31,1997,GMC  YKN SL-SLE  ,Standard,-1,11,99,Work    ,20,5,Unknown,Not Applicable,Y,9,5000,50-100 ,50000,N,-1,Y,500,1,0,1,1,0,1,0,0,1,29,29,0,0,1,0,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,441,0.0,Non-standard,N,Y,40-100 ,2006,N,Y,250.03,1,1690.48,3.5778175313059033,1690.48,6.76
16115,371423502,Standard ,6,Direct Billed to Insured,Installment,Y,42910,30,1996,DODG RAM PU1500  ,Standard,-1,15,99,Work    ,10,5,Unknown,Not Applicable,Y,9,-1,50-100 ,50000,N,-1,N,-1,1,0,1,0,0,1,0,0,1,29,29,0,0,1,0,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,429,0.6,Preferred,N,N,40-100 ,2006,Y,N,150.52,2,2060.1,4.0,1030.05,13.69
2550,250218837,Standard ,6,Direct Billed to Insured,Pre-paid,N,43147,30,2006,BUIK LUCERNE CX  ,Standard,40000,18,1,Pleasure,-1,5,Unknown,Alarm Only,Y,1,50000,50-100 ,35000,N,-1,Y,500,1,1,0,0,1,1,0,0,1,57,57,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,1,N,N,Y,431,18.5,Hybrid,Y,Y,40-100 ,2006,Y,N,617.98,1,3333.68,2.0,3333.68,5.39
13969,363688003,Standard ,6,Direct Billed to Insured,Installment,N,43433,26,1998,FORD F150        ,Standard,19000,8,1,Pleasure,-1,5,Unknown,Not Applicable,Y,9,5000,100-300,100000,N,-1,Y,500,1,0,1,1,0,1,0,0,1,35,35,0,0,0,1,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,434,1.5,Hybrid,N,Y,100-200,2006,Y,N,352.98,1,15856.61,2.0,15856.61,44.92
2879,264356034,Standard ,6,Direct Billed to Insured,Installment,N,43374,31,2001,MERC GR MAR LS   ,Standard,-1,10,1,Work    ,12,5,Unknown,Passive Disabling-Vehicle Recovery,Y,7,1000,25-50  ,25000,N,-1,Y,250,1,0,1,0,1,0,1,0,1,55,55,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,433,17.0,Non-standard,Y,Y,20-50,2006,Y,N,413.4,1,2020.54,2.0,2020.54,4.89
6573,317526409,Standard ,6,Direct Billed to Insured,Pre-paid,N,43000,35,2001,CHRY PT CRUISER  ,Standard,-1,12,1,Pleasure,-1,5,Unknown,Not Applicable,Y,6,1000,100-300,50000,N,-1,Y,500,1,0,1,0,1,0,1,0,1,55,55,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,430,4.5,Hybrid,Y,Y,100-200,2006,Y,N,376.3,1,253.21,2.0,253.21,0.67
