,PolicyNo,Policy_Company,Policy_Installment_Term,Policy_Billing_Code,Policy_Method_Of_Payment,Policy_Reinstatement_Fee_Indicator,Policy_Zip_Code_Garaging_Location,Vehicle_Territory,Vehicle_Make_Year,Vehicle_Make_Description,Vehicle_Performance,Vehicle_New_Cost_Amount,Vehicle_Symbol,Vehicle_Number_Of_Drivers_Assigned,Vehicle_Usage,Vehicle_Miles_To_Work,Vehicle_Days_Per_Week_Driven,Vehicle_Annual_Miles,Vehicle_Anti_Theft_Device,Vehicle_Passive_Restraint,Vehicle_Age_In_Years,Vehicle_Med_Pay_Limit,Vehicle_Bodily_Injury_Limit,Vehicle_Physical_Damage_Limit,Vehicle_Comprehensive_Coverage_Indicator,Vehicle_Comprehensive_Coverage_Limit,Vehicle_Collision_Coverage_Indicator,Vehicle_Collision_Coverage_Deductible,Driver_Total,Driver_Total_Male,Driver_Total_Female,Driver_Total_Single,Driver_Total_Married,Driver_Total_Related_To_Insured_Self,Driver_Total_Related_To_Insured_Spouse,Driver_Total_Related_To_Insured_Child,Driver_Total_Licensed_In_State,Driver_Minimum_Age,Driver_Maximum_Age,Driver_Total_Teenager_Age_15_19,Driver_Total_College_Ages_20_23,Driver_Total_Young_Adult_Ages_24_29,Driver_Total_Low_Middle_Adult_Ages_30_39,Driver_Total_Middle_Adult_Ages_40_49,Driver_Total_Adult_Ages_50_64,Driver_Total_Senior_Ages_65_69,Driver_Total_Upper_Senior_Ages_70_plus,Vehicle_Youthful_Driver_Indicator,Vehicle_Youthful_Driver_Training_Code,Vehicle_Youthful_Good_Student_Code,Vehicle_Driver_Points,Vehicle_Safe_Driver_Discount_Indicator,EEA_Liability_Coverage_Only_Indicator,EEA_Multi_Auto_Policies_Indicator,EEA_Policy_Zip_Code_3,EEA_Policy_Tenure,EEA_Agency_Type,EEA_Packaged_Policy_Indicator,EEA_Full_Coverage_Indicator,EEA_Prior_Bodily_Injury_Limit,EEA_PolicyYear,SYS_Renewed,SYS_New_Business,Annual_Premium,Claim_Count,Loss_Amount,Frequency,Severity,Loss_Ratio
8250,331502408,Standard ,6,Direct Billed to Insured,Installment,Y,42995,30,2002,FORD EXPLOR XLT  ,Standard,-1,11,1,Work    ,40,5,Unknown,Passive Disabling-Vehicle Recovery,Y,5,-1,50-100 ,50000,N,-1,Y,500,1,0,1,1,0,1,0,0,1,44,44,0,0,0,0,1,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,429,3.7,Standard,N,Y,40-100 ,2006,Y,N,417.64,1,54.5,2.0,54.5,0.13
18282,378473201,Standard ,6,Direct Billed to Insured,Installment,N,42818,31,2006,FORD F-150 REGU  ,Standard,-1,8,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,1,1000,50-100 ,50000,N,-1,Y,1000,1,1,0,1,0,1,0,0,1,22,22,0,1,0,0,0,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,1,N,N,N,428,0.0,Preferred,N,Y,40-100 ,2006,Y,Y,734.58,1,910.51,2.0,910.51,1.24
4152,288066816,Standard ,6,Direct Billed to Insured,Pre-paid,N,43066,27,2003,HOND ACCORD EX   ,High,-1,15,1,Work    ,1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,5,50000,100-300,50000,N,-1,Y,500,1,0,1,1,0,0,0,1,1,24,24,0,0,1,0,0,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,0,Y,N,Y,430,8.0,Hybrid,Y,Y,100-200,2006,Y,N,617.98,1,9271.09,2.0,9271.09,15.0
11930,354222103,Preferred,6,Direct Billed to Insured,Pre-paid,N,44065,31,1999,CADI CATERA      ,Standard,-1,14,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,8,5000,100-300,50000,N,-1,Y,500,1,1,0,0,0,1,0,0,1,73,73,0,0,0,0,0,0,0,1,N,Not Applicable                 ,Not Eligible for Good Student Credit,1,N,N,N,440,1.5,Hybrid,N,Y,100-200,2006,Y,N,748.36,1,212.98,2.0,212.98,0.28
1171,206656240,Standard ,6,Direct Billed to Insured,Pre-paid,N,42758,31,1989,DODG DAKOTA      ,Standard,-1,7,1,Work    ,16,5,Unknown,Not Applicable,N,9,2000,25-50  ,25000,N,-1,N,-1,1,1,0,1,0,1,0,0,1,51,51,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,427,27.5,Non-standard,Y,N,20-50,2006,Y,N,179.14,1,1276.68,2.0,1276.68,7.13
4297,290308115,Standard ,6,Direct Billed to Insured,Installment,N,42530,35,2000,OLDS ALERO GL    ,Standard,-1,14,1,Work    ,13,5,Unknown,Active Disabling,Y,7,5000,100-300,50000,N,-1,Y,500,1,0,1,0,0,1,0,0,1,60,60,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,425,7.5,Non-standard,N,Y,100-200,2006,Y,N,486.54,1,1665.52,2.0,1665.52,3.42
18680,380329700,Standard ,6,Direct Billed to Insured,Pre-paid,N,42880,35,2006,FORD F-150 SUPE  ,Standard,-1,16,1,Farm    ,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,2,5000,250-500,100000,N,-1,Y,500,1,1,0,0,1,1,0,0,1,52,52,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,428,0.0,Preferred,Y,Y,100-400,2006,Y,Y,416.58,1,1368.28,2.0,1368.28,3.28
1508,217329039,Standard ,6,Direct Billed to Insured,Pre-paid,N,43391,31,2006,FORD F-250       ,Standard,-1,22,1,Farm    ,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,1,1000,100-300,50000,N,-1,Y,250,1,1,0,0,1,1,0,0,1,69,69,0,0,0,0,0,0,1,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,433,25.1,Non-standard,Y,Y,100-200,2006,Y,N,628.58,1,1802.11,2.0,1802.11,2.87
12341,356353603,Standard ,6,Direct Billed to Insured,Installment,N,42626,30,2002,KIA  SDNA LX-EX  ,Standard,-1,15,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,5,1000,50-100 ,50000,N,-1,Y,500,1,0,1,1,0,1,0,0,1,50,50,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,426,1.5,Hybrid,N,Y,40-100 ,2006,Y,N,392.2,1,8615.05,2.0,8615.05,21.97
1250,209746640,Standard ,6,Direct Billed to Insured,Pre-paid,N,Unknown,31,2002,MAZD B4000       ,Standard,-1,16,1,Work    ,7,5,Unknown,Not Applicable,Y,5,1000,100-300,50000,N,-1,Y,500,1,1,0,0,1,0,1,0,1,58,58,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,Unknown,26.6,Standard,Y,Y,100-200,2006,Y,N,537.42,1,1276.47,2.0,1276.47,2.38
