,PolicyNo,Policy_Company,Policy_Installment_Term,Policy_Billing_Code,Policy_Method_Of_Payment,Policy_Reinstatement_Fee_Indicator,Policy_Zip_Code_Garaging_Location,Vehicle_Territory,Vehicle_Make_Year,Vehicle_Make_Description,Vehicle_Performance,Vehicle_New_Cost_Amount,Vehicle_Symbol,Vehicle_Number_Of_Drivers_Assigned,Vehicle_Usage,Vehicle_Miles_To_Work,Vehicle_Days_Per_Week_Driven,Vehicle_Annual_Miles,Vehicle_Anti_Theft_Device,Vehicle_Passive_Restraint,Vehicle_Age_In_Years,Vehicle_Med_Pay_Limit,Vehicle_Bodily_Injury_Limit,Vehicle_Physical_Damage_Limit,Vehicle_Comprehensive_Coverage_Indicator,Vehicle_Comprehensive_Coverage_Limit,Vehicle_Collision_Coverage_Indicator,Vehicle_Collision_Coverage_Deductible,Driver_Total,Driver_Total_Male,Driver_Total_Female,Driver_Total_Single,Driver_Total_Married,Driver_Total_Related_To_Insured_Self,Driver_Total_Related_To_Insured_Spouse,Driver_Total_Related_To_Insured_Child,Driver_Total_Licensed_In_State,Driver_Minimum_Age,Driver_Maximum_Age,Driver_Total_Teenager_Age_15_19,Driver_Total_College_Ages_20_23,Driver_Total_Young_Adult_Ages_24_29,Driver_Total_Low_Middle_Adult_Ages_30_39,Driver_Total_Middle_Adult_Ages_40_49,Driver_Total_Adult_Ages_50_64,Driver_Total_Senior_Ages_65_69,Driver_Total_Upper_Senior_Ages_70_plus,Vehicle_Youthful_Driver_Indicator,Vehicle_Youthful_Driver_Training_Code,Vehicle_Youthful_Good_Student_Code,Vehicle_Driver_Points,Vehicle_Safe_Driver_Discount_Indicator,EEA_Liability_Coverage_Only_Indicator,EEA_Multi_Auto_Policies_Indicator,EEA_Policy_Zip_Code_3,EEA_Policy_Tenure,EEA_Agency_Type,EEA_Packaged_Policy_Indicator,EEA_Full_Coverage_Indicator,EEA_Prior_Bodily_Injury_Limit,EEA_PolicyYear,SYS_Renewed,SYS_New_Business,Annual_Premium,Claim_Count,Loss_Amount,Frequency,Severity,Loss_Ratio
1970,230192022,Standard ,6,Direct Billed to Insured,Pre-paid,N,43414,26,2004,FORD CROWN VICT  ,Standard,-1,8,1,Pleasure,-1,5,Unknown,Not Applicable,Y,4,-1,100-300,50000,N,-1,Y,250,1,0,1,0,0,1,0,0,1,77,77,0,0,0,0,0,0,0,1,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,N,434,11.0,Hybrid,N,Y,100-200,2006,Y,N,395.38,1,310.3,2.0,310.3,0.78
6400,315977011,Standard ,6,Direct Billed to Insured,Installment,N,42787,31,1995,FORD CWN VIC LX  ,Standard,-1,8,1,Work    ,7,5,Unknown,Not Applicable,Y,9,-1,25-50  ,25000,N,-1,Y,250,1,0,1,0,0,1,0,0,1,59,59,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,427,5.0,Standard,Y,Y,20-50,2006,Y,N,327.54,1,894.33,2.0,894.33,2.73
17185,374483400,Standard ,6,Direct Billed to Insured,Installment,N,44113,31,1999,MERC MNTAINEER   ,Standard,-1,10,2,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,8,1000,250-500,50000,N,-1,Y,500,1,0,1,1,0,0,0,1,1,16,16,1,0,0,0,0,0,0,0,Y,With Driver Training           ,Eligible for Good Student Credit    ,0,Y,N,Y,441,0.0,Hybrid,Y,Y,100-400,2006,Y,Y,384.78,1,5857.9,2.0,5857.9,15.22
13072,359797202,Standard ,6,Direct Billed to Insured,Installment,N,44148,31,1998,TYTA TACOMA      ,Standard,-1,16,1,Work    ,8,5,Unknown,Passive Disabling-Vehicle Recovery,Y,9,1000,100-300,50000,N,-1,Y,500,1,1,0,1,0,1,0,0,1,29,29,0,0,1,0,0,0,0,0,Y,With or Without Driver Training,Not Eligible for Good Student Credit,0,N,N,Y,441,1.0,Preferred,N,Y,100-200,2006,Y,N,594.66,1,4005.19,2.0,4005.19,6.74
13174,360230502,Standard ,6,Direct Billed to Insured,Installment,N,42359,30,1993,FORD ESCORT LX   ,Standard,-1,8,1,Work    ,12,5,Unknown,Not Applicable,Y,9,5000,100-300,100000,N,-1,N,-1,1,0,1,1,0,1,0,0,1,33,33,0,0,0,1,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,423,1.0,Hybrid,N,N,100-200,2006,Y,N,184.44,1,16920.43,2.0,16920.43,91.74
2512,248913721,Standard ,6,Direct Billed to Insured,Installment,N,44113,31,1996,CHEV S10 PICKUP  ,Standard,-1,10,1,Work    ,12,5,Unknown,Not Applicable,Y,9,1000,50-100 ,35000,N,-1,Y,500,1,1,0,0,1,1,0,0,1,59,59,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,Y,N,Y,441,10.5,Hybrid,Y,Y,40-100 ,2006,Y,N,328.6,1,54.5,2.0,54.5,0.17
12531,357381503,Standard ,6,Direct Billed to Insured,Pre-paid,N,43066,27,2004,TYTA SEQUOIA SR  ,Standard,-1,12,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,3,5000,50-100 ,50000,N,-1,Y,500,1,0,1,0,1,0,1,0,1,35,35,0,0,0,1,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,430,1.5,Hybrid,N,Y,40-100 ,2006,Y,N,422.94,1,3454.6,2.0,3454.6,8.17
4837,298091314,Standard ,6,Direct Billed to Insured,Pre-paid,N,42878,35,2006,CHEV SILVERADO   ,Standard,-1,13,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,2,1000,100-300,100000,N,-1,Y,500,1,1,0,0,0,1,0,0,1,57,57,0,0,0,0,0,1,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,1,N,N,Y,428,7.0,Standard,Y,Y,100-200,2006,N,N,434.19,1,8644.29,2.2747952684258417,8644.29,19.91
16491,372404300,Standard ,6,Direct Billed to Insured,Pre-paid,N,44139,31,2006,FORD F-150 SUPE  ,Standard,-1,16,1,Pleasure,-1,5,Unknown,Passive Disabling-Vehicle Recovery,Y,1,1000,,-1,Y,100000,Y,1000,1,0,1,0,1,1,0,0,1,34,34,0,0,0,1,0,0,0,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,0,N,N,Y,441,0.0,Preferred,Y,Y,,2006,Y,Y,462.16,1,342.24,2.0,342.24,0.74
15804,370607401,Standard ,6,Direct Billed to Insured,Installment,N,43372,31,2005,CHRY TOWN & COU  ,Standard,-1,10,1,Work    ,30,5,Unknown,Passive Disabling-Vehicle Recovery,Y,2,1000,25-50  ,25000,N,-1,Y,100,2,1,1,0,2,1,1,0,2,61,68,0,0,0,0,0,1,1,0,N,Not Applicable                 ,Not Eligible for Good Student Credit,2,N,N,Y,433,0.5,Preferred,Y,Y,20-50,2006,Y,N,758.96,1,367.81,2.0,367.81,0.48
